text,intent,action,target_group,parameter,value_type
прибавь роботизированные операции потери от рисков на 5 процентов,update_parameter,increase,роботизированная операция,risk_losses,percent
Золотник гидравлический S269 такт 2.5,set_parameter,set,all,takt,absolute
"Лебёдка червячный Z315 переналадки 1500, Лебёдка свинцовый В863 переналадки 40, Шпиндель стальной Z 140 переналадки 3",multi_set_parameter,set_multiple,all,setup_time,absolute
"Шуруповёрт гидравлический КО 7 объём выпуска 0.6, Манжета литой ВП250 0.6",multi_set_parameter,set_multiple,all,quantity,absolute
увеличь время операции у всех редукторов на 1.5,update_parameter,increase,редуктор,top,absolute
прибавь у всех всех операций ставку дисконтирования на 10 процентов,update_parameter,increase,операция,discount_rate,percent
"Демпфер приводной АРТ707 kz 1500, Манжета свинцовый ВП456 kz 18, Статор гидравлический МУ-438 kz 20",multi_set_parameter,set_multiple,all,kz,absolute
добавь 5 операции по образцу ОП-1,copy_items,copy,операция,none,count
"Генератор литой Z175 затраты 1500, Насос облегчённый РЭ 643 затраты 25",multi_set_parameter,set_multiple,all,cost,absolute
прибавь у все позиции такт производства на 5 процентов,update_parameter,increase,all,takt,percent
задай приток до 3.0,set_parameter,set,all,inflow,absolute
нарасти для операция ставку дисконтирования на 3%,update_parameter,increase,операция,discount_rate,percent
прибавь операции сборки дополнительные инвестиции на 1.5,update_parameter,increase,сборка,additional_investment,absolute
прибавь для роботизированные звенья время переналадки на 0.2,update_parameter,increase,роботизированная операция,setup_time,absolute
слушай привет как дела,unknown,none,none,none,none
нарасти для всех компрессоров время операции в 4 раза,update_parameter,increase,all,top,factor
